text,width,alphabet,font_family,font_size,font_face,symbols_count,is_monospaced
Supporter,92,latin,Garamond,20,italic,9,False
Sept occasion rien,159,latin,Garamond,20,italic,18,False
Protéger mari vieil,167,latin,Garamond,20,italic,19,False
Quatre même nombreux,226,latin,Garamond,20,italic,20,False
Feu métier satisfaire,183,latin,Garamond,20,italic,21,False
Préférer gens hors douleur,233,latin,Garamond,20,italic,26,False
Ouvrage situation musique près,286,latin,Garamond,20,italic,30,False
Chute,71,latin,Garamond,20,bold+italic,5,False
Que dès,97,latin,Garamond,20,bold+italic,7,False
D'Abord,104,latin,Garamond,20,bold+italic,7,False
Supporter,116,latin,Garamond,20,bold+italic,9,False
Sept occasion rien,211,latin,Garamond,20,bold+italic,18,False
Protéger mari vieil,217,latin,Garamond,20,bold+italic,19,False
Quatre même nombreux,286,latin,Garamond,20,bold+italic,20,False
Feu métier satisfaire,237,latin,Garamond,20,bold+italic,21,False
Préférer gens hors douleur,307,latin,Garamond,20,bold+italic,26,False
Ouvrage situation musique près,369,latin,Garamond,20,bold+italic,30,False
Chute,34,latin,Rockwell,9,normal,5,False
D'Abord,47,latin,Rockwell,9,normal,7,False
Que dès,48,latin,Rockwell,9,normal,7,False
Supporter,57,latin,Rockwell,9,normal,9,False
Sept occasion rien,101,latin,Rockwell,9,normal,18,False
Protéger mari vieil,103,latin,Rockwell,9,normal,19,False
Quatre même nombreux,137,latin,Rockwell,9,normal,20,False
Feu métier satisfaire,113,latin,Rockwell,9,normal,21,False
Préférer gens hors douleur,153,latin,Rockwell,9,normal,26,False
Ouvrage situation musique près,179,latin,Rockwell,9,normal,30,False
Chute,36,latin,Rockwell,9,bold,5,False
D'Abord,49,latin,Rockwell,9,bold,7,False
Que dès,49,latin,Rockwell,9,bold,7,False
Supporter,58,latin,Rockwell,9,bold,9,False
Sept occasion rien,108,latin,Rockwell,9,bold,18,False
Protéger mari vieil,111,latin,Rockwell,9,bold,19,False
Quatre même nombreux,147,latin,Rockwell,9,bold,20,False
Feu métier satisfaire,122,latin,Rockwell,9,bold,21,False
Préférer gens hors douleur,159,latin,Rockwell,9,bold,26,False
Ouvrage situation musique près,192,latin,Rockwell,9,bold,30,False
Chute,34,latin,Rockwell,9,italic,5,False
Que dès,45,latin,Rockwell,9,italic,7,False
D'Abord,48,latin,Rockwell,9,italic,7,False
Supporter,56,latin,Rockwell,9,italic,9,False
Sept occasion rien,101,latin,Rockwell,9,italic,18,False
Protéger mari vieil,106,latin,Rockwell,9,italic,19,False
Quatre même nombreux,135,latin,Rockwell,9,italic,20,False
Feu métier satisfaire,114,latin,Rockwell,9,italic,21,False
Préférer gens hors douleur,152,latin,Rockwell,9,italic,26,False
Ouvrage situation musique près,175,latin,Rockwell,9,italic,30,False
Chute,34,latin,Rockwell,9,bold+italic,5,False
D'Abord,48,latin,Rockwell,9,bold+italic,7,False
Que dès,48,latin,Rockwell,9,bold+italic,7,False
Supporter,56,latin,Rockwell,9,bold+italic,9,False
Sept occasion rien,103,latin,Rockwell,9,bold+italic,18,False
Protéger mari vieil,110,latin,Rockwell,9,bold+italic,19,False
Quatre même nombreux,143,latin,Rockwell,9,bold+italic,20,False
Feu métier satisfaire,122,latin,Rockwell,9,bold+italic,21,False
Préférer gens hors douleur,154,latin,Rockwell,9,bold+italic,26,False
Ouvrage situation musique près,184,latin,Rockwell,9,bold+italic,30,False
Chute,43,latin,Rockwell,11,normal,5,False
D'Abord,58,latin,Rockwell,11,normal,7,False
Que dès,59,latin,Rockwell,11,normal,7,False
Supporter,70,latin,Rockwell,11,normal,9,False
Sept occasion rien,131,latin,Rockwell,11,normal,18,False
Protéger mari vieil,134,latin,Rockwell,11,normal,19,False
Quatre même nombreux,174,latin,Rockwell,11,normal,20,False
Feu métier satisfaire,145,latin,Rockwell,11,normal,21,False
Préférer gens hors douleur,191,latin,Rockwell,11,normal,26,False
Ouvrage situation musique près,227,latin,Rockwell,11,normal,30,False
Chute,44,latin,Rockwell,11,bold,5,False
D'Abord,60,latin,Rockwell,11,bold,7,False
Que dès,61,latin,Rockwell,11,bold,7,False
Supporter,72,latin,Rockwell,11,bold,9,False
Sept occasion rien,134,latin,Rockwell,11,bold,18,False
Protéger mari vieil,142,latin,Rockwell,11,bold,19,False
Quatre même nombreux,183,latin,Rockwell,11,bold,20,False
Feu métier satisfaire,156,latin,Rockwell,11,bold,21,False
Préférer gens hors douleur,200,latin,Rockwell,11,bold,26,False
Ouvrage situation musique près,238,latin,Rockwell,11,bold,30,False
Chute,39,latin,Rockwell,11,italic,5,False
Que dès,56,latin,Rockwell,11,italic,7,False
D'Abord,57,latin,Rockwell,11,italic,7,False
Supporter,67,latin,Rockwell,11,italic,9,False
Sept occasion rien,121,latin,Rockwell,11,italic,18,False
Protéger mari vieil,124,latin,Rockwell,11,italic,19,False
Quatre même nombreux,165,latin,Rockwell,11,italic,20,False
Feu métier satisfaire,134,latin,Rockwell,11,italic,21,False
Préférer gens hors douleur,178,latin,Rockwell,11,italic,26,False
Ouvrage situation musique près,210,latin,Rockwell,11,italic,30,False
Chute,43,latin,Rockwell,11,bold+italic,5,False
Que dès,58,latin,Rockwell,11,bold+italic,7,False
D'Abord,60,latin,Rockwell,11,bold+italic,7,False
Supporter,70,latin,Rockwell,11,bold+italic,9,False
Sept occasion rien,130,latin,Rockwell,11,bold+italic,18,False
Protéger mari vieil,136,latin,Rockwell,11,bold+italic,19,False
Quatre même nombreux,177,latin,Rockwell,11,bold+italic,20,False
Feu métier satisfaire,148,latin,Rockwell,11,bold+italic,21,False
Préférer gens hors douleur,188,latin,Rockwell,11,bold+italic,26,False
Ouvrage situation musique près,229,latin,Rockwell,11,bold+italic,30,False
Chute,44,latin,Rockwell,12,normal,5,False
Que dès,61,latin,Rockwell,12,normal,7,False
D'Abord,62,latin,Rockwell,12,normal,7,False
Supporter,75,latin,Rockwell,12,normal,9,False
Sept occasion rien,133,latin,Rockwell,12,normal,18,False
Protéger mari vieil,137,latin,Rockwell,12,normal,19,False
Quatre même nombreux,182,latin,Rockwell,12,normal,20,False
Feu métier satisfaire,149,latin,Rockwell,12,normal,21,False
Préférer gens hors douleur,198,latin,Rockwell,12,normal,26,False
Ouvrage situation musique près,234,latin,Rockwell,12,normal,30,False
Chute,48,latin,Rockwell,12,bold,5,False
Que dès,64,latin,Rockwell,12,bold,7,False
D'Abord,65,latin,Rockwell,12,bold,7,False
Supporter,77,latin,Rockwell,12,bold,9,False
Sept occasion rien,143,latin,Rockwell,12,bold,18,False
Protéger mari vieil,150,latin,Rockwell,12,bold,19,False
Quatre même nombreux,193,latin,Rockwell,12,bold,20,False
Feu métier satisfaire,164,latin,Rockwell,12,bold,21,False
Préférer gens hors douleur,209,latin,Rockwell,12,bold,26,False
Ouvrage situation musique près,253,latin,Rockwell,12,bold,30,False
Chute,44,latin,Rockwell,12,italic,5,False
D'Abord,62,latin,Rockwell,12,italic,7,False
Que dès,62,latin,Rockwell,12,italic,7,False
Supporter,73,latin,Rockwell,12,italic,9,False
Sept occasion rien,131,latin,Rockwell,12,italic,18,False
Protéger mari vieil,135,latin,Rockwell,12,italic,19,False
Quatre même nombreux,180,latin,Rockwell,12,italic,20,False
Feu métier satisfaire,146,latin,Rockwell,12,italic,21,False
Préférer gens hors douleur,194,latin,Rockwell,12,italic,26,False
Ouvrage situation musique près,232,latin,Rockwell,12,italic,30,False
Chute,46,latin,Rockwell,12,bold+italic,5,False
Que dès,64,latin,Rockwell,12,bold+italic,7,False
D'Abord,65,latin,Rockwell,12,bold+italic,7,False
Supporter,76,latin,Rockwell,12,bold+italic,9,False
Sept occasion rien,139,latin,Rockwell,12,bold+italic,18,False
Protéger mari vieil,144,latin,Rockwell,12,bold+italic,19,False
Quatre même nombreux,191,latin,Rockwell,12,bold+italic,20,False
Feu métier satisfaire,158,latin,Rockwell,12,bold+italic,21,False
Préférer gens hors douleur,207,latin,Rockwell,12,bold+italic,26,False
Ouvrage situation musique près,247,latin,Rockwell,12,bold+italic,30,False
Chute,53,latin,Rockwell,14,normal,5,False
D'Abord,73,latin,Rockwell,14,normal,7,False
Que dès,74,latin,Rockwell,14,normal,7,False
Supporter,89,latin,Rockwell,14,normal,9,False
Sept occasion rien,163,latin,Rockwell,14,normal,18,False
Protéger mari vieil,167,latin,Rockwell,14,normal,19,False
Quatre même nombreux,215,latin,Rockwell,14,normal,20,False
Feu métier satisfaire,181,latin,Rockwell,14,normal,21,False
Préférer gens hors douleur,241,latin,Rockwell,14,normal,26,False
Ouvrage situation musique près,284,latin,Rockwell,14,normal,30,False
Chute,57,latin,Rockwell,14,bold,5,False
D'Abord,77,latin,Rockwell,14,bold,7,False
Que dès,77,latin,Rockwell,14,bold,7,False
Supporter,93,latin,Rockwell,14,bold,9,False
Sept occasion rien,173,latin,Rockwell,14,bold,18,False
Protéger mari vieil,182,latin,Rockwell,14,bold,19,False
Quatre même nombreux,233,latin,Rockwell,14,bold,20,False
Feu métier satisfaire,199,latin,Rockwell,14,bold,21,False
Préférer gens hors douleur,256,latin,Rockwell,14,bold,26,False
Ouvrage situation musique près,306,latin,Rockwell,14,bold,30,False
Chute,50,latin,Rockwell,14,italic,5,False
Que dès,70,latin,Rockwell,14,italic,7,False
D'Abord,73,latin,Rockwell,14,italic,7,False
Supporter,86,latin,Rockwell,14,italic,9,False
Sept occasion rien,155,latin,Rockwell,14,italic,18,False
Protéger mari vieil,159,latin,Rockwell,14,italic,19,False
Quatre même nombreux,209,latin,Rockwell,14,italic,20,False
Feu métier satisfaire,171,latin,Rockwell,14,italic,21,False
Préférer gens hors douleur,227,latin,Rockwell,14,italic,26,False
Ouvrage situation musique près,267,latin,Rockwell,14,italic,30,False
Chute,53,latin,Rockwell,14,bold+italic,5,False
Que dès,73,latin,Rockwell,14,bold+italic,7,False
D'Abord,75,latin,Rockwell,14,bold+italic,7,False
Supporter,88,latin,Rockwell,14,bold+italic,9,False
Sept occasion rien,161,latin,Rockwell,14,bold+italic,18,False
Protéger mari vieil,168,latin,Rockwell,14,bold+italic,19,False
Quatre même nombreux,219,latin,Rockwell,14,bold+italic,20,False
Feu métier satisfaire,184,latin,Rockwell,14,bold+italic,21,False
Préférer gens hors douleur,237,latin,Rockwell,14,bold+italic,26,False
Ouvrage situation musique près,284,latin,Rockwell,14,bold+italic,30,False
Chute,58,latin,Rockwell,16,normal,5,False
D'Abord,81,latin,Rockwell,16,normal,7,False
Que dès,81,latin,Rockwell,16,normal,7,False
Supporter,97,latin,Rockwell,16,normal,9,False
Sept occasion rien,176,latin,Rockwell,16,normal,18,False
Protéger mari vieil,180,latin,Rockwell,16,normal,19,False
Quatre même nombreux,237,latin,Rockwell,16,normal,20,False
Feu métier satisfaire,196,latin,Rockwell,16,normal,21,False
Préférer gens hors douleur,262,latin,Rockwell,16,normal,26,False
Ouvrage situation musique près,308,latin,Rockwell,16,normal,30,False
Chute,61,latin,Rockwell,16,bold,5,False
Que dès,84,latin,Rockwell,16,bold,7,False
D'Abord,85,latin,Rockwell,16,bold,7,False
Supporter,99,latin,Rockwell,16,bold,9,False
Sept occasion rien,185,latin,Rockwell,16,bold,18,False
Protéger mari vieil,192,latin,Rockwell,16,bold,19,False
Quatre même nombreux,252,latin,Rockwell,16,bold,20,False
Feu métier satisfaire,212,latin,Rockwell,16,bold,21,False
Préférer gens hors douleur,272,latin,Rockwell,16,bold,26,False
Ouvrage situation musique près,328,latin,Rockwell,16,bold,30,False
Chute,57,latin,Rockwell,16,italic,5,False
Que dès,80,latin,Rockwell,16,italic,7,False
D'Abord,81,latin,Rockwell,16,italic,7,False
Supporter,97,latin,Rockwell,16,italic,9,False
Sept occasion rien,174,latin,Rockwell,16,italic,18,False
Protéger mari vieil,176,latin,Rockwell,16,italic,19,False
Quatre même nombreux,234,latin,Rockwell,16,italic,20,False
Feu métier satisfaire,192,latin,Rockwell,16,italic,21,False
Préférer gens hors douleur,257,latin,Rockwell,16,italic,26,False
Ouvrage situation musique près,302,latin,Rockwell,16,italic,30,False
Chute,61,latin,Rockwell,16,bold+italic,5,False
Que dès,83,latin,Rockwell,16,bold+italic,7,False
D'Abord,85,latin,Rockwell,16,bold+italic,7,False
Supporter,101,latin,Rockwell,16,bold+italic,9,False
Sept occasion rien,182,latin,Rockwell,16,bold+italic,18,False
Protéger mari vieil,191,latin,Rockwell,16,bold+italic,19,False
Quatre même nombreux,248,latin,Rockwell,16,bold+italic,20,False
Feu métier satisfaire,208,latin,Rockwell,16,bold+italic,21,False
Préférer gens hors douleur,272,latin,Rockwell,16,bold+italic,26,False
Ouvrage situation musique près,323,latin,Rockwell,16,bold+italic,30,False
Chute,74,latin,Rockwell,20,normal,5,False
Que dès,103,latin,Rockwell,20,normal,7,False
D'Abord,104,latin,Rockwell,20,normal,7,False
Supporter,123,latin,Rockwell,20,normal,9,False
Sept occasion rien,224,latin,Rockwell,20,normal,18,False
Protéger mari vieil,231,latin,Rockwell,20,normal,19,False
Quatre même nombreux,301,latin,Rockwell,20,normal,20,False
Feu métier satisfaire,249,latin,Rockwell,20,normal,21,False
Préférer gens hors douleur,330,latin,Rockwell,20,normal,26,False
Ouvrage situation musique près,393,latin,Rockwell,20,normal,30,False
Chute,80,latin,Rockwell,20,bold,5,False
Que dès,108,latin,Rockwell,20,bold,7,False
D'Abord,110,latin,Rockwell,20,bold,7,False
Supporter,129,latin,Rockwell,20,bold,9,False
Sept occasion rien,241,latin,Rockwell,20,bold,18,False
Protéger mari vieil,253,latin,Rockwell,20,bold,19,False
Quatre même nombreux,326,latin,Rockwell,20,bold,20,False
Feu métier satisfaire,279,latin,Rockwell,20,bold,21,False
Préférer gens hors douleur,354,latin,Rockwell,20,bold,26,False
Ouvrage situation musique près,430,latin,Rockwell,20,bold,30,False
Chute,72,latin,Rockwell,20,italic,5,False
Que dès,102,latin,Rockwell,20,italic,7,False
D'Abord,103,latin,Rockwell,20,italic,7,False
Supporter,122,latin,Rockwell,20,italic,9,False
Sept occasion rien,223,latin,Rockwell,20,italic,18,False
Protéger mari vieil,229,latin,Rockwell,20,italic,19,False
Quatre même nombreux,300,latin,Rockwell,20,italic,20,False
Feu métier satisfaire,249,latin,Rockwell,20,italic,21,False
Préférer gens hors douleur,330,latin,Rockwell,20,italic,26,False
Ouvrage situation musique près,388,latin,Rockwell,20,italic,30,False
Chute,77,latin,Rockwell,20,bold+italic,5,False
Que dès,105,latin,Rockwell,20,bold+italic,7,False
D'Abord,107,latin,Rockwell,20,bold+italic,7,False
Supporter,125,latin,Rockwell,20,bold+italic,9,False
Sept occasion rien,230,latin,Rockwell,20,bold+italic,18,False
Protéger mari vieil,241,latin,Rockwell,20,bold+italic,19,False
Quatre même nombreux,314,latin,Rockwell,20,bold+italic,20,False
Feu métier satisfaire,264,latin,Rockwell,20,bold+italic,21,False
Préférer gens hors douleur,340,latin,Rockwell,20,bold+italic,26,False
Ouvrage situation musique près,408,latin,Rockwell,20,bold+italic,30,False
Culpa,40,latin,Courier,9,normal,5,True
Dolor,40,latin,Courier,9,normal,5,True
Tempore,56,latin,Courier,9,normal,7,True
Qui doloribus,104,latin,Courier,9,normal,13,True
Sed nobis rem,104,latin,Courier,9,normal,13,True
Quas modi voluptate,152,latin,Courier,9,normal,19,True
Qui molestias nihil,152,latin,Courier,9,normal,19,True
Praesentium in ipsum eius,200,latin,Courier,9,normal,25,True
Fugiat mollitia repudiandae,216,latin,Courier,9,normal,27,True
Nulla similique neque provident,248,latin,Courier,9,normal,31,True
Culpa,45,latin,Courier,9,bold,5,True
Dolor,45,latin,Courier,9,bold,5,True
Tempore,63,latin,Courier,9,bold,7,True
Qui doloribus,117,latin,Courier,9,bold,13,True
Sed nobis rem,117,latin,Courier,9,bold,13,True
Quas modi voluptate,171,latin,Courier,9,bold,19,True
Qui molestias nihil,171,latin,Courier,9,bold,19,True
Praesentium in ipsum eius,225,latin,Courier,9,bold,25,True
Fugiat mollitia repudiandae,243,latin,Courier,9,bold,27,True
Nulla similique neque provident,279,latin,Courier,9,bold,31,True
Culpa,46,latin,Courier,9,italic,5,True
Dolor,46,latin,Courier,9,italic,5,True
Tempore,62,latin,Courier,9,italic,7,True
Qui doloribus,110,latin,Courier,9,italic,13,True
Sed nobis rem,110,latin,Courier,9,italic,13,True
Quas modi voluptate,158,latin,Courier,9,italic,19,True
Qui molestias nihil,158,latin,Courier,9,italic,19,True
Praesentium in ipsum eius,206,latin,Courier,9,italic,25,True
Fugiat mollitia repudiandae,222,latin,Courier,9,italic,27,True
Nulla similique neque provident,254,latin,Courier,9,italic,31,True
Culpa,51,latin,Courier,9,bold+italic,5,True
Dolor,51,latin,Courier,9,bold+italic,5,True
Tempore,69,latin,Courier,9,bold+italic,7,True
Qui doloribus,123,latin,Courier,9,bold+italic,13,True
Sed nobis rem,123,latin,Courier,9,bold+italic,13,True
Quas modi voluptate,177,latin,Courier,9,bold+italic,19,True
Qui molestias nihil,177,latin,Courier,9,bold+italic,19,True
Praesentium in ipsum eius,231,latin,Courier,9,bold+italic,25,True
Fugiat mollitia repudiandae,249,latin,Courier,9,bold+italic,27,True
Nulla similique neque provident,285,latin,Courier,9,bold+italic,31,True
Culpa,40,latin,Courier,11,normal,5,True
Dolor,40,latin,Courier,11,normal,5,True
Tempore,56,latin,Courier,11,normal,7,True
Qui doloribus,104,latin,Courier,11,normal,13,True
Sed nobis rem,104,latin,Courier,11,normal,13,True
Quas modi voluptate,152,latin,Courier,11,normal,19,True
Qui molestias nihil,152,latin,Courier,11,normal,19,True
Praesentium in ipsum eius,200,latin,Courier,11,normal,25,True
Fugiat mollitia repudiandae,216,latin,Courier,11,normal,27,True
Nulla similique neque provident,248,latin,Courier,11,normal,31,True
Culpa,45,latin,Courier,11,bold,5,True
Dolor,45,latin,Courier,11,bold,5,True
Tempore,63,latin,Courier,11,bold,7,True
Qui doloribus,117,latin,Courier,11,bold,13,True
Sed nobis rem,117,latin,Courier,11,bold,13,True
Quas modi voluptate,171,latin,Courier,11,bold,19,True
Qui molestias nihil,171,latin,Courier,11,bold,19,True
Praesentium in ipsum eius,225,latin,Courier,11,bold,25,True
Fugiat mollitia repudiandae,243,latin,Courier,11,bold,27,True
Nulla similique neque provident,279,latin,Courier,11,bold,31,True
Culpa,46,latin,Courier,11,italic,5,True
Dolor,46,latin,Courier,11,italic,5,True
Tempore,62,latin,Courier,11,italic,7,True
Qui doloribus,110,latin,Courier,11,italic,13,True
Sed nobis rem,110,latin,Courier,11,italic,13,True
Quas modi voluptate,158,latin,Courier,11,italic,19,True
Qui molestias nihil,158,latin,Courier,11,italic,19,True
Praesentium in ipsum eius,206,latin,Courier,11,italic,25,True
Fugiat mollitia repudiandae,222,latin,Courier,11,italic,27,True
Nulla similique neque provident,254,latin,Courier,11,italic,31,True
Culpa,51,latin,Courier,11,bold+italic,5,True
Dolor,51,latin,Courier,11,bold+italic,5,True
Tempore,69,latin,Courier,11,bold+italic,7,True
Qui doloribus,123,latin,Courier,11,bold+italic,13,True
Sed nobis rem,123,latin,Courier,11,bold+italic,13,True
Quas modi voluptate,177,latin,Courier,11,bold+italic,19,True
Qui molestias nihil,177,latin,Courier,11,bold+italic,19,True
Praesentium in ipsum eius,231,latin,Courier,11,bold+italic,25,True
Fugiat mollitia repudiandae,249,latin,Courier,11,bold+italic,27,True
Nulla similique neque provident,285,latin,Courier,11,bold+italic,31,True
Culpa,45,latin,Courier,12,normal,5,True
Dolor,45,latin,Courier,12,normal,5,True
Tempore,63,latin,Courier,12,normal,7,True
Qui doloribus,117,latin,Courier,12,normal,13,True
Sed nobis rem,117,latin,Courier,12,normal,13,True
Quas modi voluptate,171,latin,Courier,12,normal,19,True
Qui molestias nihil,171,latin,Courier,12,normal,19,True
Praesentium in ipsum eius,225,latin,Courier,12,normal,25,True
Fugiat mollitia repudiandae,243,latin,Courier,12,normal,27,True
Nulla similique neque provident,279,latin,Courier,12,normal,31,True
Culpa,50,latin,Courier,12,bold,5,True
Dolor,50,latin,Courier,12,bold,5,True
Tempore,70,latin,Courier,12,bold,7,True
Qui doloribus,130,latin,Courier,12,bold,13,True
Sed nobis rem,130,latin,Courier,12,bold,13,True
Quas modi voluptate,190,latin,Courier,12,bold,19,True
Qui molestias nihil,190,latin,Courier,12,bold,19,True
Praesentium in ipsum eius,250,latin,Courier,12,bold,25,True
Fugiat mollitia repudiandae,270,latin,Courier,12,bold,27,True
Nulla similique neque provident,310,latin,Courier,12,bold,31,True
Culpa,52,latin,Courier,12,italic,5,True
Dolor,52,latin,Courier,12,italic,5,True
Tempore,70,latin,Courier,12,italic,7,True
Qui doloribus,124,latin,Courier,12,italic,13,True
Sed nobis rem,124,latin,Courier,12,italic,13,True
Quas modi voluptate,178,latin,Courier,12,italic,19,True
Qui molestias nihil,178,latin,Courier,12,italic,19,True
Praesentium in ipsum eius,232,latin,Courier,12,italic,25,True
Fugiat mollitia repudiandae,250,latin,Courier,12,italic,27,True
Nulla similique neque provident,286,latin,Courier,12,italic,31,True
Culpa,57,latin,Courier,12,bold+italic,5,True
Dolor,57,latin,Courier,12,bold+italic,5,True
Tempore,77,latin,Courier,12,bold+italic,7,True
Qui doloribus,137,latin,Courier,12,bold+italic,13,True
Sed nobis rem,137,latin,Courier,12,bold+italic,13,True
Quas modi voluptate,197,latin,Courier,12,bold+italic,19,True
Qui molestias nihil,197,latin,Courier,12,bold+italic,19,True
Praesentium in ipsum eius,257,latin,Courier,12,bold+italic,25,True
Fugiat mollitia repudiandae,277,latin,Courier,12,bold+italic,27,True
Nulla similique neque provident,317,latin,Courier,12,bold+italic,31,True
Culpa,45,latin,Courier,14,normal,5,True
Dolor,45,latin,Courier,14,normal,5,True
Tempore,63,latin,Courier,14,normal,7,True
Qui doloribus,117,latin,Courier,14,normal,13,True
Sed nobis rem,117,latin,Courier,14,normal,13,True
Quas modi voluptate,171,latin,Courier,14,normal,19,True
Qui molestias nihil,171,latin,Courier,14,normal,19,True
Praesentium in ipsum eius,225,latin,Courier,14,normal,25,True
Fugiat mollitia repudiandae,243,latin,Courier,14,normal,27,True
Nulla similique neque provident,279,latin,Courier,14,normal,31,True
Culpa,50,latin,Courier,14,bold,5,True
Dolor,50,latin,Courier,14,bold,5,True
Tempore,70,latin,Courier,14,bold,7,True
Qui doloribus,130,latin,Courier,14,bold,13,True
Sed nobis rem,130,latin,Courier,14,bold,13,True
Quas modi voluptate,190,latin,Courier,14,bold,19,True
Qui molestias nihil,190,latin,Courier,14,bold,19,True
Praesentium in ipsum eius,250,latin,Courier,14,bold,25,True
Fugiat mollitia repudiandae,270,latin,Courier,14,bold,27,True
Nulla similique neque provident,310,latin,Courier,14,bold,31,True
Culpa,52,latin,Courier,14,italic,5,True
Dolor,52,latin,Courier,14,italic,5,True
Tempore,70,latin,Courier,14,italic,7,True
Qui doloribus,124,latin,Courier,14,italic,13,True
Sed nobis rem,124,latin,Courier,14,italic,13,True
Quas modi voluptate,178,latin,Courier,14,italic,19,True
Qui molestias nihil,178,latin,Courier,14,italic,19,True
Praesentium in ipsum eius,232,latin,Courier,14,italic,25,True
Fugiat mollitia repudiandae,250,latin,Courier,14,italic,27,True
Nulla similique neque provident,286,latin,Courier,14,italic,31,True
Culpa,57,latin,Courier,14,bold+italic,5,True
Dolor,57,latin,Courier,14,bold+italic,5,True
Tempore,77,latin,Courier,14,bold+italic,7,True
Qui doloribus,137,latin,Courier,14,bold+italic,13,True
Sed nobis rem,137,latin,Courier,14,bold+italic,13,True
Quas modi voluptate,197,latin,Courier,14,bold+italic,19,True
Qui molestias nihil,197,latin,Courier,14,bold+italic,19,True
Praesentium in ipsum eius,257,latin,Courier,14,bold+italic,25,True
Fugiat mollitia repudiandae,277,latin,Courier,14,bold+italic,27,True
Nulla similique neque provident,317,latin,Courier,14,bold+italic,31,True
Culpa,60,latin,Courier,16,normal,5,True
Dolor,60,latin,Courier,16,normal,5,True
Tempore,84,latin,Courier,16,normal,7,True
Qui doloribus,156,latin,Courier,16,normal,13,True
Sed nobis rem,156,latin,Courier,16,normal,13,True
Quas modi voluptate,228,latin,Courier,16,normal,19,True
Qui molestias nihil,228,latin,Courier,16,normal,19,True
Praesentium in ipsum eius,300,latin,Courier,16,normal,25,True
Fugiat mollitia repudiandae,324,latin,Courier,16,normal,27,True
Nulla similique neque provident,372,latin,Courier,16,normal,31,True
Culpa,65,latin,Courier,16,bold,5,True
Dolor,65,latin,Courier,16,bold,5,True
Tempore,91,latin,Courier,16,bold,7,True
Qui doloribus,169,latin,Courier,16,bold,13,True
Sed nobis rem,169,latin,Courier,16,bold,13,True
Quas modi voluptate,247,latin,Courier,16,bold,19,True
Qui molestias nihil,247,latin,Courier,16,bold,19,True
Praesentium in ipsum eius,325,latin,Courier,16,bold,25,True
Fugiat mollitia repudiandae,351,latin,Courier,16,bold,27,True
Nulla similique neque provident,403,latin,Courier,16,bold,31,True
Culpa,69,latin,Courier,16,italic,5,True
Dolor,69,latin,Courier,16,italic,5,True
Tempore,93,latin,Courier,16,italic,7,True
Qui doloribus,165,latin,Courier,16,italic,13,True
Sed nobis rem,165,latin,Courier,16,italic,13,True
Quas modi voluptate,237,latin,Courier,16,italic,19,True
Qui molestias nihil,237,latin,Courier,16,italic,19,True
Praesentium in ipsum eius,309,latin,Courier,16,italic,25,True
Fugiat mollitia repudiandae,333,latin,Courier,16,italic,27,True
Nulla similique neque provident,381,latin,Courier,16,italic,31,True
Culpa,74,latin,Courier,16,bold+italic,5,True
Dolor,74,latin,Courier,16,bold+italic,5,True
Tempore,100,latin,Courier,16,bold+italic,7,True
Qui doloribus,178,latin,Courier,16,bold+italic,13,True
Sed nobis rem,178,latin,Courier,16,bold+italic,13,True
Quas modi voluptate,256,latin,Courier,16,bold+italic,19,True
Qui molestias nihil,256,latin,Courier,16,bold+italic,19,True
Praesentium in ipsum eius,334,latin,Courier,16,bold+italic,25,True
Fugiat mollitia repudiandae,360,latin,Courier,16,bold+italic,27,True
Nulla similique neque provident,412,latin,Courier,16,bold+italic,31,True
Culpa,75,latin,Courier,20,normal,5,True
Dolor,75,latin,Courier,20,normal,5,True
Tempore,105,latin,Courier,20,normal,7,True
Qui doloribus,195,latin,Courier,20,normal,13,True
Sed nobis rem,195,latin,Courier,20,normal,13,True
Quas modi voluptate,285,latin,Courier,20,normal,19,True
Qui molestias nihil,285,latin,Courier,20,normal,19,True
Praesentium in ipsum eius,375,latin,Courier,20,normal,25,True
Fugiat mollitia repudiandae,405,latin,Courier,20,normal,27,True
Nulla similique neque provident,465,latin,Courier,20,normal,31,True
Culpa,80,latin,Courier,20,bold,5,True
Dolor,80,latin,Courier,20,bold,5,True
Tempore,112,latin,Courier,20,bold,7,True
Qui doloribus,208,latin,Courier,20,bold,13,True
Sed nobis rem,208,latin,Courier,20,bold,13,True
Quas modi voluptate,304,latin,Courier,20,bold,19,True
Qui molestias nihil,304,latin,Courier,20,bold,19,True
Praesentium in ipsum eius,400,latin,Courier,20,bold,25,True
Fugiat mollitia repudiandae,432,latin,Courier,20,bold,27,True
Nulla similique neque provident,496,latin,Courier,20,bold,31,True
Culpa,87,latin,Courier,20,italic,5,True
Dolor,87,latin,Courier,20,italic,5,True
Tempore,117,latin,Courier,20,italic,7,True
Qui doloribus,207,latin,Courier,20,italic,13,True
Sed nobis rem,207,latin,Courier,20,italic,13,True
Quas modi voluptate,297,latin,Courier,20,italic,19,True
Qui molestias nihil,297,latin,Courier,20,italic,19,True
Praesentium in ipsum eius,387,latin,Courier,20,italic,25,True
Fugiat mollitia repudiandae,417,latin,Courier,20,italic,27,True
Nulla similique neque provident,477,latin,Courier,20,italic,31,True
Culpa,92,latin,Courier,20,bold+italic,5,True
Dolor,92,latin,Courier,20,bold+italic,5,True
Tempore,124,latin,Courier,20,bold+italic,7,True
